t,theta_deg,rate_dps,wheel_rpm,duty,phase
0.0,16.0,0.0,0.0,-1,SPINUP
0.002,16.0,0.0,-6.436476596174447,-1,SPINUP
0.004,16.0,0.0,-12.801832631651454,-1,SPINUP
0.006,16.0,0.0,-19.096853960939825,-1,SPINUP
0.008,16.0,0.0,-25.32231775516197,-1,SPINUP
0.01,16.0,0.0,-31.47899259800195,-1,SPINUP
0.012,16.0,0.0,-37.56763858059332,-1,SPINUP
0.014,16.0,0.0,-43.5890073953585,-1,SPINUP
0.016,16.0,0.0,-49.543842428811296,-1,SPINUP
0.018000000000000002,16.0,0.0,-55.43287885333392,-1,SPINUP
0.02,16.0,0.0,-61.256843717939944,-1,SPINUP
0.022,16.0,0.0,-67.0164560380344,-1,SPINUP
0.024,16.0,0.0,-72.71242688418201,-1,SPINUP
0.026000000000000002,16.0,0.0,-78.34545946989454,-1,SPINUP
0.028,16.0,0.0,-83.91624923844823,-1,SPINUP
0.03,16.0,0.0,-89.42548394874186,-1,SPINUP
0.032,16.0,0.0,-94.87384376020609,-1,SPINUP
0.034,16.0,0.0,-100.26200131677466,0.0,KICK
0.036000000000000004,16.0,0.0,-99.92835103845167,1,KICK
0.038,15.996380833038861,-3.608922155542848,-92.38770506494282,1,KICK
0.04,15.985604773953636,-7.157148590776488,-84.93038029390299,1,KICK
0.042,15.967791682713013,-10.646207154776642,-77.55545605848143,1,KICK
0.044,15.943058385146378,-14.077604226159663,-70.26202186483769,1,KICK
0.046,15.91151871535819,-17.452825237753448,-63.04917727973384,1,KICK
0.048,15.873283557104104,-20.77333519024061,-55.91603181936867,1,KICK
0.05,15.828460884150614,-24.04057915502676,-48.861704839440314,1,KICK
0.052000000000000005,15.777155799639532,-27.25598276659059,-41.88532542642361,1,KICK
0.054,15.719470574478054,-30.420952704575004,-34.986032290048804,1,KICK
0.056,15.655504684774705,-33.536877165879844,-28.16297365696834,1,KICK
0.058,15.58535484834086,-36.60512632701748,-21.415307165598545,1,KICK
0.06,15.509115060277079,-39.62705279699177,-14.742199762123327,1,KICK
0.062,15.426876627662962,-42.603992060959825,-8.142827597646955,1,KICK
0.064,15.33872820336865,-45.53726291493383,-1.6163759264832758,1,KICK
0.066,15.244755819005709,-48.42816789177763,4.83796099443121,1,KICK
0.068,15.145042917034475,-51.277993678749525,11.220980005012818,1,KICK
0.07,15.039670382044594,-54.08801152683865,17.533469140407,1,KICK
0.07200000000000001,14.928716571224879,-56.85947765213864,23.776207728277623,1,KICK
0.074,14.812257344038176,-59.593633629496864,29.949966485021257,1,KICK
0.076,14.690366091116482,-62.291706778673216,36.05550761091833,1,KICK
0.078,14.563113762391012,-64.9549105432364,42.093584884232904,1,KICK
0.08,14.430568894471595,-67.58444486242068,48.06494375427264,1,KICK
0.082,14.292797637289164,-70.18149653615963,53.970321433420565,1,KICK
0.084,14.149863780014869,-72.74723958350746,59.810446988149856,1,KICK
0.08600000000000001,14.001828776268765,-75.28283559465261,65.586041429033,1,KICK
0.088,13.848751768630718,-77.78943407672101,71.29781779975634,1,KICK
0.09,13.690689612465764,-80.26817279356077,76.94648126515108,1,KICK
0.092,13.527696899075755,-82.7201780996926,82.53272919825149,1,KICK
0.094,13.359825978188784,-85.14656526860385,88.05725126639139,1,KICK
0.096,13.187126979797554,-87.54843881555695,93.520729516349,1,KICK
