spin_rpm,kick_ms,capture_deg,inertia_scale,I_w,case,tau,feedback,physics_substeps,success,peak_opposite_deg,rise_deg,upright_s,capture_s,kick_start_s,tail_angle_deg,tail_rate_dps,impacted,final_phase
150,200,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.187560331282439,,,0.054,,,True,FALLEN
150,350,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.2181564125816386,,,0.054,,,True,FALLEN
150,500,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.2181564125816386,,,0.054,,,True,FALLEN
150,20,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.1454372761703695,,,0.054,,,True,FALLEN
150,50,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.6515977621157241,,,0.054,,,True,FALLEN
150,100,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.9054186251194771,,0.13,0.054,16.0,0.0,True,FALLEN
150,200,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.9054186251194771,,0.13,0.054,16.0,0.0,True,FALLEN
150,350,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.9054186251194771,,0.13,0.054,16.0,0.0,True,FALLEN
150,500,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.9054186251194771,,0.13,0.054,16.0,0.0,True,FALLEN
200,20,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.15657899603584902,,,0.076,,,True,FALLEN
200,50,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.8684874185192033,,,0.076,,,True,FALLEN
200,100,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.5877239853369325,,,0.076,,,True,FALLEN
200,200,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,5.467462013454773,,,0.076,,,True,FALLEN
200,350,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,6.793291536895689,,,0.076,,,True,FALLEN
200,500,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,6.793291536895689,,,0.076,,,True,FALLEN
200,20,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.15657899603584902,,,0.076,,,True,FALLEN
200,50,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.8684874185192033,,,0.076,,,True,FALLEN
200,100,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.5877239853369325,,,0.076,,,True,FALLEN
200,200,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,5.467462013454773,,,0.076,,,True,FALLEN
200,350,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,6.642913679519856,,0.316,0.076,16.0,0.0,True,FALLEN
200,500,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,6.642913679519856,,0.316,0.076,16.0,0.0,True,FALLEN
200,20,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.15657899603584902,,,0.076,,,True,FALLEN
200,50,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.8684874185192033,,,0.076,,,True,FALLEN
200,100,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.194287835000262,,0.14200000000000002,0.076,16.0,0.0,True,FALLEN
200,200,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.194287835000262,,0.14200000000000002,0.076,16.0,0.0,True,FALLEN
200,350,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.194287835000262,,0.14200000000000002,0.076,16.0,0.0,True,FALLEN
200,500,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.194287835000262,,0.14200000000000002,0.076,16.0,0.0,True,FALLEN
250,20,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.24312815069200866,,,0.10200000000000001,,,True,FALLEN
250,50,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.2044950299583146,,,0.10200000000000001,,,True,FALLEN
250,100,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.4056305576854555,,,0.10200000000000001,,,True,FALLEN
250,200,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,8.764429458745003,,,0.10200000000000001,,,True,FALLEN
250,350,5,0.5,0.001225,nominal,0.18,ideal,1,True,3.7128995358411556,19.712899535841157,1.008,0.384,0.10200000000000001,1.4239613393876962,4.8727872217572,False,BALANCING
250,500,5,0.5,0.001225,nominal,0.18,ideal,1,True,3.7128995358411556,19.712899535841157,1.008,0.384,0.10200000000000001,1.4239613393876962,4.8727872217572,False,BALANCING
250,20,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.24312815069200866,,,0.10200000000000001,,,True,FALLEN
250,50,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.2044950299583146,,,0.10200000000000001,,,True,FALLEN
250,100,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.4056305576854555,,,0.10200000000000001,,,True,FALLEN
250,200,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,8.29115094039198,,0.28,0.10200000000000001,16.0,0.0,True,FALLEN
250,350,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,8.29115094039198,,0.28,0.10200000000000001,16.0,0.0,True,FALLEN
250,500,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,8.29115094039198,,0.28,0.10200000000000001,16.0,0.0,True,FALLEN
250,20,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.24312815069200866,,,0.10200000000000001,,,True,FALLEN
250,50,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.2044950299583146,,,0.10200000000000001,,,True,FALLEN
250,100,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.4539826006578487,,0.162,0.10200000000000001,16.0,0.0,True,FALLEN
250,200,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.4539826006578487,,0.162,0.10200000000000001,16.0,0.0,True,FALLEN
250,350,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.4539826006578487,,0.162,0.10200000000000001,16.0,0.0,True,FALLEN
250,500,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.4539826006578487,,0.162,0.10200000000000001,16.0,0.0,True,FALLEN
300,20,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.30283867016179045,,,0.132,,,True,FALLEN
300,50,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.5172127209892796,,,0.132,,,True,FALLEN
300,100,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,4.453899971557666,,,0.132,,,True,FALLEN
300,200,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,14.315563181604507,,,0.132,,,True,FALLEN
300,350,5,0.5,0.001225,nominal,0.18,ideal,1,True,2.5109460549708373,18.510946054970837,1.086,0.36,0.132,1.274791857468428,3.2968663888778433,False,BALANCING
300,500,5,0.5,0.001225,nominal,0.18,ideal,1,True,2.5109460549708373,18.510946054970837,1.086,0.36,0.132,1.274791857468428,3.2968663888778433,False,BALANCING
300,20,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.30283867016179045,,,0.132,,,True,FALLEN
300,50,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.5172127209892796,,,0.132,,,True,FALLEN
300,100,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,4.453899971557666,,,0.132,,,True,FALLEN
300,200,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,9.164068189388123,,0.28600000000000003,0.132,16.0,0.0,True,FALLEN
300,350,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,9.164068189388123,,0.28600000000000003,0.132,16.0,0.0,True,FALLEN
300,500,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,9.164068189388123,,0.28600000000000003,0.132,16.0,0.0,True,FALLEN
300,20,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.30283867016179045,,,0.132,,,True,FALLEN
300,50,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.5172127209892796,,,0.132,,,True,FALLEN
300,100,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.6764103121509244,,0.188,0.132,16.0,0.0,True,FALLEN
300,200,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.6764103121509244,,0.188,0.132,16.0,0.0,True,FALLEN
300,350,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.6764103121509244,,0.188,0.132,16.0,0.0,True,FALLEN
300,500,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.6764103121509244,,0.188,0.132,16.0,0.0,True,FALLEN
350,20,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.36659250753859673,,,0.166,,,True,FALLEN
350,50,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.8565362748721856,,,0.166,,,True,FALLEN
350,100,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,5.663921188439003,,,0.166,,,True,FALLEN
350,200,5,0.5,0.001225,nominal,0.18,ideal,1,True,1.6650321494221818,17.66503214942218,1.224,0.368,0.166,1.0884862846443921,2.186927781296378,False,BALANCING
350,350,5,0.5,0.001225,nominal,0.18,ideal,1,True,1.6650321494221818,17.66503214942218,1.224,0.368,0.166,1.0884862846443921,2.186927781296378,False,BALANCING
350,500,5,0.5,0.001225,nominal,0.18,ideal,1,True,1.6650321494221818,17.66503214942218,1.224,0.368,0.166,1.0884862846443921,2.186927781296378,False,BALANCING
350,20,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.36659250753859673,,,0.166,,,True,FALLEN
350,50,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,1.8565362748721856,,,0.166,,,True,FALLEN
350,100,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,5.663921188439003,,,0.166,,,True,FALLEN
350,200,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,9.833026744388441,,0.306,0.166,16.0,0.0,True,FALLEN
350,350,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,9.833026744388441,,0.306,0.166,16.0,0.0,True,FALLEN
350,500,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,9.833026744388441,,0.306,0.166,16.0,0.0,True,FALLEN
350,20,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.36659250753859673,,,0.166,,,True,FALLEN
350,50,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.797600434472418,,0.218,0.166,16.0,0.0,True,FALLEN
350,100,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.797600434472418,,0.218,0.166,16.0,0.0,True,FALLEN
350,200,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.797600434472418,,0.218,0.166,16.0,0.0,True,FALLEN
350,350,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.797600434472418,,0.218,0.166,16.0,0.0,True,FALLEN
350,500,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.797600434472418,,0.218,0.166,16.0,0.0,True,FALLEN
400,20,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.3636844352934929,,,0.21,,,True,FALLEN
400,50,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.1076072087387665,,,0.21,,,True,FALLEN
400,100,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,7.2627160817749346,,,0.21,,,True,FALLEN
400,200,5,0.5,0.001225,nominal,0.18,ideal,1,True,0.8229134332592173,16.822913433259217,1.54,0.394,0.21,0.7405627535973074,1.0226986433219747,False,BALANCING
400,350,5,0.5,0.001225,nominal,0.18,ideal,1,True,0.8229134332592173,16.822913433259217,1.54,0.394,0.21,0.7405627535973074,1.0226986433219747,False,BALANCING
400,500,5,0.5,0.001225,nominal,0.18,ideal,1,True,0.8229134332592173,16.822913433259217,1.54,0.394,0.21,0.7405627535973074,1.0226986433219747,False,BALANCING
400,20,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.3636844352934929,,,0.21,,,True,FALLEN
400,50,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.1076072087387665,,,0.21,,,True,FALLEN
400,100,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,7.2627160817749346,,,0.21,,,True,FALLEN
400,200,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,10.559561485665567,,0.34,0.21,16.0,0.0,True,FALLEN
400,350,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,10.559561485665567,,0.34,0.21,16.0,0.0,True,FALLEN
400,500,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,10.559561485665567,,0.34,0.21,16.0,0.0,True,FALLEN
400,20,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.3636844352934929,,,0.21,,,True,FALLEN
400,50,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.986081212303528,,0.26,0.21,16.0,0.0,True,FALLEN
400,100,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.986081212303528,,0.26,0.21,16.0,0.0,True,FALLEN
400,200,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.986081212303528,,0.26,0.21,16.0,0.0,True,FALLEN
400,350,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.986081212303528,,0.26,0.21,16.0,0.0,True,FALLEN
400,500,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.986081212303528,,0.26,0.21,16.0,0.0,True,FALLEN
450,20,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.43267747331521633,,,0.268,,,True,FALLEN
450,50,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.72633249185089,,,0.268,,,True,FALLEN
450,100,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,9.9231270121347,,,0.268,,,True,FALLEN
450,200,5,0.5,0.001225,nominal,0.18,ideal,1,True,0.5468949324805888,16.54689493248059,2.5460000000000003,0.438,0.268,0.5468949324805888,0.6959054568769029,False,BALANCING
450,350,5,0.5,0.001225,nominal,0.18,ideal,1,True,0.5468949324805888,16.54689493248059,2.5460000000000003,0.438,0.268,0.5468949324805888,0.6959054568769029,False,BALANCING
450,500,5,0.5,0.001225,nominal,0.18,ideal,1,True,0.5468949324805888,16.54689493248059,2.5460000000000003,0.438,0.268,0.5468949324805888,0.6959054568769029,False,BALANCING
450,20,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.43267747331521633,,,0.268,,,True,FALLEN
450,50,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.72633249185089,,,0.268,,,True,FALLEN
450,100,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,9.9231270121347,,,0.268,,,True,FALLEN
450,200,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,10.9523954930266,,0.388,0.268,16.0,0.0,True,FALLEN
450,350,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,10.9523954930266,,0.388,0.268,16.0,0.0,True,FALLEN
450,500,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,10.9523954930266,,0.388,0.268,16.0,0.0,True,FALLEN
450,20,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.43267747331521633,,,0.268,,,True,FALLEN
450,50,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.975212232952625,,0.314,0.268,16.0,0.0,True,FALLEN
450,100,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.975212232952625,,0.314,0.268,16.0,0.0,True,FALLEN
450,200,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.975212232952625,,0.314,0.268,16.0,0.0,True,FALLEN
450,350,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.975212232952625,,0.314,0.268,16.0,0.0,True,FALLEN
450,500,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,2.975212232952625,,0.314,0.268,16.0,0.0,True,FALLEN
500,20,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.5096850973797693,,,0.352,,,True,FALLEN
500,50,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.0248794244850483,,,0.352,,,True,FALLEN
500,100,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,13.981630483772317,,,0.352,,,True,FALLEN
500,200,5,0.5,0.001225,nominal,0.18,ideal,1,True,0.8580947534557762,16.858094753455777,0.5760000000000001,0.512,0.352,0.584858033886376,2.07352565252304,False,BALANCING
500,350,5,0.5,0.001225,nominal,0.18,ideal,1,True,0.8580947534557762,16.858094753455777,0.5760000000000001,0.512,0.352,0.584858033886376,2.07352565252304,False,BALANCING
500,500,5,0.5,0.001225,nominal,0.18,ideal,1,True,0.8580947534557762,16.858094753455777,0.5760000000000001,0.512,0.352,0.584858033886376,2.07352565252304,False,BALANCING
500,20,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.5096850973797693,,,0.352,,,True,FALLEN
500,50,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.0248794244850483,,,0.352,,,True,FALLEN
500,100,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,13.981630483772317,,,0.352,,,True,FALLEN
500,200,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,11.785417822726071,,0.466,0.352,16.0,0.0,True,FALLEN
500,350,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,11.785417822726071,,0.466,0.352,16.0,0.0,True,FALLEN
500,500,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,11.785417822726071,,0.466,0.352,16.0,0.0,True,FALLEN
500,20,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.5096850973797693,,,0.352,,,True,FALLEN
500,50,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.046564280828939,,0.396,0.352,16.0,0.0,True,FALLEN
500,100,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.046564280828939,,0.396,0.352,16.0,0.0,True,FALLEN
500,200,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.046564280828939,,0.396,0.352,16.0,0.0,True,FALLEN
500,350,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.046564280828939,,0.396,0.352,16.0,0.0,True,FALLEN
500,500,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.046564280828939,,0.396,0.352,16.0,0.0,True,FALLEN
550,20,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.5980075586473994,,,0.52,,,True,FALLEN
550,50,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.606779971118007,,,0.52,,,True,FALLEN
550,100,5,0.5,0.001225,nominal,0.18,ideal,1,False,16.0,32.0,0.78,,0.52,,,True,FALLEN
550,200,5,0.5,0.001225,nominal,0.18,ideal,1,True,2.563273001296911,18.56327300129691,0.722,0.672,0.52,1.6087319719241093,4.119947910613537,False,BALANCING
550,350,5,0.5,0.001225,nominal,0.18,ideal,1,True,2.563273001296911,18.56327300129691,0.722,0.672,0.52,1.6087319719241093,4.119947910613537,False,BALANCING
550,500,5,0.5,0.001225,nominal,0.18,ideal,1,True,2.563273001296911,18.56327300129691,0.722,0.672,0.52,1.6087319719241093,4.119947910613537,False,BALANCING
550,20,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.5980075586473994,,,0.52,,,True,FALLEN
550,50,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.606779971118007,,,0.52,,,True,FALLEN
550,100,10,0.5,0.001225,nominal,0.18,ideal,1,False,16.0,32.0,0.78,,0.52,,,True,FALLEN
550,200,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,12.50038028017548,,0.628,0.52,16.0,0.0,True,FALLEN
550,350,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,12.50038028017548,,0.628,0.52,16.0,0.0,True,FALLEN
550,500,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,12.50038028017548,,0.628,0.52,16.0,0.0,True,FALLEN
550,20,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.5980075586473994,,,0.52,,,True,FALLEN
550,50,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.077737027777639,,0.562,0.52,16.0,0.0,True,FALLEN
550,100,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.077737027777639,,0.562,0.52,16.0,0.0,True,FALLEN
550,200,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.077737027777639,,0.562,0.52,16.0,0.0,True,FALLEN
550,350,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.077737027777639,,0.562,0.52,16.0,0.0,True,FALLEN
550,500,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.077737027777639,,0.562,0.52,16.0,0.0,True,FALLEN
580,20,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.656123970497287,,,0.982,,,True,FALLEN
580,50,5,0.5,0.001225,nominal,0.18,ideal,1,False,0,4.005543001977573,,,0.982,,,True,FALLEN
580,100,5,0.5,0.001225,nominal,0.18,ideal,1,False,16.0,32.0,1.222,,0.982,,,True,FALLEN
580,200,5,0.5,0.001225,nominal,0.18,ideal,1,False,16.0,32.0,1.176,1.1280000000000001,0.982,16.0,0.0,True,FALLEN
580,350,5,0.5,0.001225,nominal,0.18,ideal,1,False,16.0,32.0,1.176,1.1280000000000001,0.982,16.0,0.0,True,FALLEN
580,500,5,0.5,0.001225,nominal,0.18,ideal,1,False,16.0,32.0,1.176,1.1280000000000001,0.982,16.0,0.0,True,FALLEN
580,20,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.656123970497287,,,0.982,,,True,FALLEN
580,50,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,4.005543001977573,,,0.982,,,True,FALLEN
580,100,10,0.5,0.001225,nominal,0.18,ideal,1,False,16.0,32.0,1.222,,0.982,,,True,FALLEN
580,200,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,13.283112941258263,,1.088,0.982,16.0,0.0,True,FALLEN
580,350,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,13.283112941258263,,1.088,0.982,16.0,0.0,True,FALLEN
580,500,10,0.5,0.001225,nominal,0.18,ideal,1,False,0,13.283112941258263,,1.088,0.982,16.0,0.0,True,FALLEN
580,20,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,0.656123970497287,,,0.982,,,True,FALLEN
580,50,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.19165946649629,,1.024,0.982,16.0,0.0,True,FALLEN
580,100,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.19165946649629,,1.024,0.982,16.0,0.0,True,FALLEN
580,200,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.19165946649629,,1.024,0.982,16.0,0.0,True,FALLEN
580,350,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.19165946649629,,1.024,0.982,16.0,0.0,True,FALLEN
580,500,15,0.5,0.001225,nominal,0.18,ideal,1,False,0,3.19165946649629,,1.024,0.982,16.0,0.0,True,FALLEN
100,20,5,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.0,,,0.034,,,False,FALLEN
100,50,5,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.0,,,0.034,,,False,FALLEN
100,100,5,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.03984518988979602,,,0.034,,,True,FALLEN
100,200,5,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.19244936003573265,,,0.034,,,True,FALLEN
100,350,5,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.19244936003573265,,,0.034,,,True,FALLEN
100,500,5,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.19244936003573265,,,0.034,,,True,FALLEN
100,20,10,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.0,,,0.034,,,False,FALLEN
100,50,10,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.0,,,0.034,,,False,FALLEN
100,100,10,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.03984518988979602,,,0.034,,,True,FALLEN
100,200,10,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.19244936003573265,,,0.034,,,True,FALLEN
100,350,10,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.19244936003573265,,,0.034,,,True,FALLEN
100,500,10,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.19244936003573265,,,0.034,,,True,FALLEN
100,20,15,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.0,,,0.034,,,False,FALLEN
100,50,15,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.0,,,0.034,,,False,FALLEN
100,100,15,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.03984518988979602,,,0.034,,,True,FALLEN
100,200,15,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.19244936003573265,,,0.034,,,True,FALLEN
100,350,15,0.5,0.001225,half_20ms,0.18,ideal,1,False,0,0.19244936003573265,,,0.034,,,True,FALLEN
