t,theta_deg,rate_dps,wheel_rpm,duty,phase
1.976,-1.6122978210309478,-0.8610891399936751,237.1833942690019,0.36385550176144343,BALANCING
1.978,-1.614013978080515,-0.8554849277595366,236.90455751819428,0.3633344323266793,BALANCING
1.98,-1.6157189374530767,-0.8498916044283099,236.62544795371136,0.36281318577732535,BALANCING
1.982,-1.6174127209238975,-0.8443091653452799,236.3460674500442,0.36229176475494673,BALANCING
1.984,-1.6190953502588938,-0.8387376058218781,236.0664178779737,0.36177017189501254,BALANCING
1.986,-1.620766847214566,-0.8331769211357903,235.78650110457264,0.36124840982690026,BALANCING
1.988,-1.6224272335379313,-0.827627106531065,235.50631899320717,0.36072648117390055,BALANCING
1.99,-1.6240765309664569,-0.8220881572182188,235.2258734035388,0.3602043885532223,BALANCING
1.992,-1.6257147612279927,-0.8165600683743457,234.94516619152608,0.3596821345759972,BALANCING
1.994,-1.6273419460407046,-0.8110428351432222,234.6641992094264,0.35915972184728434,BALANCING
1.996,-1.6289581071130077,-0.8055364526354152,234.38297430579792,0.35863715296607557,BALANCING
1.998,-1.6305632661435008,-0.8000409159283881,234.1014933255012,0.3581144305252999,BALANCING
2.0,-1.6321574448208993,-0.7945562200666082,233.81975810970118,0.35759155711182833,BALANCING
2.0020000000000002,-1.6337406648239698,-0.7890823600616526,233.53777049586895,0.357068535306479,BALANCING
2.004,-1.635312947821465,-0.7836193308923144,233.25553231778372,0.35654536768402173,BALANCING
2.0060000000000002,-1.636874315472057,-0.7781671275047097,232.9730454055345,0.3560220568131832,BALANCING
2.008,-1.6384247894242734,-0.7727257448123835,232.6903115855221,0.35549860525665167,BALANCING
2.0100000000000002,-1.6399643913164308,-0.7672951776964152,232.40733268046105,0.3549750155710817,BALANCING
2.012,-1.6414931427765713,-0.7618754210055239,232.1241105093814,0.3544512903070995,BALANCING
2.0140000000000002,-1.6430110654223975,-0.7564664695561761,231.84064688763067,0.3539274320093076,BALANCING
