t,theta_deg,rate_dps,wheel_rpm,duty,phase
0.12,10.75345399509154,-114.84756448928553,154.55927413572186,1,KICK
0.122,10.521577746853932,-117.02693323112724,159.28793092190037,1,KICK
0.124,10.28535293580025,-119.19629094056246,163.96433789143563,1,KICK
0.126,10.044798604347225,-121.35661620680092,168.58907238446093,1,KICK
0.128,9.7999318440024,-123.50888139159022,173.1627053617258,0.0,BALANCING
0.13,9.554541635111796,-121.88657313720911,172.58645729086834,-1,BALANCING
0.132,9.318115741300781,-114.5555655015416,164.2429675287318,-1,BALANCING
0.134,9.096255240237234,-107.32075970002361,155.9916700803853,-1,BALANCING
0.136,8.88877024301074,-100.17964562433856,147.83154625665142,-1,BALANCING
0.138,8.69547585312411,-93.12974092152947,139.7615886244717,-1,BALANCING
0.14,8.516192111281095,-86.16859069063501,131.78080088253074,-1,BALANCING
0.14200000000000002,8.350743940809268,-79.29376715144679,123.88819773825483,-1,BALANCING
0.14400000000000002,8.198961093770633,-72.50286928850836,116.08280478616962,-1,BALANCING
0.146,8.060678097806564,-65.79352247325988,108.36365838760192,-1,BALANCING
0.148,7.935734203758046,-59.1633780670291,100.72980555171073,-0.9648598716593014,BALANCING
0.15,7.823805923550612,-52.77721753825423,93.40648243148433,-0.8163462353645055,BALANCING
0.152,7.723869286003484,-47.1700714071312,87.11998372502516,-0.6854852105467848,BALANCING
0.154,7.63446024976483,-42.248153222231544,81.74523230555845,-0.5703737744029624,BALANCING
0.156,7.554292085675498,-37.92791500007458,77.17078186160295,-0.46923099998100654,BALANCING
0.158,7.482235613730864,-34.13533500287133,73.29788041468002,-0.3804277185613358,BALANCING
0.16,7.417300995829323,-30.805074392049494,70.03935326356435,-0.30249397636734177,BALANCING
0.162,7.35862123947641,-27.879609634877113,67.31845027662304,-0.23411522655751876,BALANCING
0.164,7.305437407181818,-25.308394320562293,65.06773043127919,-0.17412297854864173,BALANCING
0.166,7.25708544682816,-23.047076241138548,63.228018864292686,-0.12148298656478976,BALANCING
0.168,7.212984521540086,-21.056780660568748,61.74745147035714,-0.07528266173653146,BALANCING
0.17,7.172626703868538,-19.303462577905417,60.580611079239354,-0.03471862547483345,BALANCING
0.17200000000000001,7.135567897882624,-17.757326409148366,59.68775329024269,0.0,BALANCING
0.17400000000000002,7.1010828845307525,-16.72847706565335,59.489125343102046,0.023561779237430046,BALANCING
0.176,7.068878861264873,-15.476899825243587,58.983448507525466,0.1360470919939112,BALANCING
0.178,7.038634099325288,-14.768177310353256,59.20736828709482,0.15252559060219112,BALANCING
0.18,7.009726437648853,-14.13963039416389,59.53487731090315,0.16701783096758882,BALANCING
0.182,6.982005993017978,-13.580813229639356,59.95204645343414,0.17978402175589345,BALANCING
0.184,6.955342402736688,-13.082648239911189,60.44677532757339,0.19105028110616631,BALANCING
0.186,6.929622267746497,-12.637246842282803,61.0085526548835,0.20101310334713476,BALANCING
0.188,6.904746930755095,-12.237753661617692,61.62824803360997,0.2098432404684235,BALANCING
0.19,6.88063054548318,-11.878211155516471,62.29793099056821,0.20268696656083843,BALANCING
0.192,6.857269870204086,-11.482101300425992,62.914153022034526,0.19979575211797765,BALANCING
0.194,6.834717379358298,-11.070044905536014,63.50495680584951,0.19970710553706242,BALANCING
0.196,6.812991507343529,-10.655475207117485,64.08866186620709,0.20143675679073325,BALANCING
0.198,6.792088662242679,-10.246994681255911,64.67705007269517,0.20433668595536797,BALANCING
0.2,6.771991229630821,-9.850029532835807,65.27760214475708,0.20797100901113755,BALANCING
0.202,6.752672877837193,-9.467874933788853,65.89491058550622,0.21204252796390302,BALANCING
0.20400000000000001,6.734102134776285,-9.102378919421927,66.53160424475074,0.21634722253630137,BALANCING
0.20600000000000002,6.716244821738312,-8.754401970929411,67.1889697527914,0.22074499127138641,BALANCING
0.20800000000000002,6.699065712751453,-8.42413214407751,67.86737776341627,0.22514026713729915,BALANCING
0.21,6.682529659700556,-8.11130437218125,68.5665797198695,0.22946885835326122,BALANCING
0.212,6.666602344079302,-7.815354657719211,69.28591664295593,0.2336888370209049,BALANCING
0.214,6.65125076555421,-7.535529157667587,70.0244669670074,0.2377741293156491,BALANCING
0.216,6.636443544155347,-7.270961533986223,70.78115148573595,0.2417099489278709,BALANCING
0.218,6.622151090410856,-7.02072770382588,71.55480774592712,0.24548951176833336,BALANCING
0.22,6.608345682257504,-6.783884345278569,72.34424247339037,0.24911165536366855,BALANCING
0.222,6.595001476716296,-6.559495649654857,73.14826809691775,0.2525791054807632,BALANCING
0.224,6.5820944766195115,-6.346651534529914,73.96572771183565,0.2558972108501855,BALANCING
0.226,6.569602467138162,-6.144479642420507,74.79551162379586,0.2590730194517159,BALANCING
0.228,6.557504932839284,-5.952152821051944,75.6365677642976,0.26211460579436735,BALANCING
0.23,6.545782963061984,-5.76889333066884,76.48790766117571,0.265030583630144,BALANCING
