side,angle_deg,rate_toward_dps,wheel_relative_rpm,recoverable_nominal,ensemble_recovered,ensemble_total,classification,sat_pct_1s,speed_guard_pct,max_abs_angle_deg,max_opposite_deg,final_angle_deg,final_rate_dps,final_wheel_rpm
-,2.0,0.0,-400.0,0,0,5,not_recoverable,25.2,76.4,20.127,0.000,-20.127,-71.560,-496.26
-,2.0,0.0,-350.0,0,0,5,not_recoverable,34.0,69.6,20.084,0.000,-20.084,-71.422,-495.91
-,2.0,0.0,-300.0,0,0,5,not_recoverable,35.6,66.5,20.007,0.000,-20.007,-71.167,-496.33
-,2.0,0.0,-250.0,0,0,5,not_recoverable,36.4,48.0,20.023,20.023,20.023,63.397,-280.44
-,2.0,0.0,-200.0,0,0,5,not_recoverable,33.6,19.4,20.097,20.097,20.097,63.664,-278.64
-,2.0,0.0,-150.0,0,0,5,not_recoverable,0.0,0.0,20.092,20.092,20.092,63.675,-265.79
-,2.0,0.0,-100.0,0,0,5,not_recoverable,0.0,0.0,20.036,20.036,20.036,63.401,-183.90
-,2.0,0.0,-50.0,0,0,5,not_recoverable,0.0,0.0,20.047,20.047,20.047,63.421,-160.38
-,2.0,0.0,0.0,0,0,5,not_recoverable,14.0,28.4,20.009,0.000,-20.009,-70.938,-496.28
-,2.0,0.0,50.0,0,0,5,not_recoverable,25.6,0.0,20.039,0.000,-20.039,-63.255,-426.70
-,2.0,0.0,100.0,0,0,5,not_recoverable,31.0,0.0,20.016,0.000,-20.016,-63.179,-285.27
-,2.0,0.0,150.0,0,0,5,not_recoverable,33.8,0.0,20.113,0.000,-20.113,-63.529,-175.00
-,2.0,0.0,200.0,0,0,5,not_recoverable,30.0,0.0,20.073,0.000,-20.073,-63.412,-78.58
-,2.0,0.0,250.0,0,0,5,not_recoverable,26.2,0.0,20.081,0.000,-20.081,-63.470,8.08
-,2.0,0.0,300.0,0,0,5,not_recoverable,22.6,0.0,20.088,0.000,-20.088,-63.538,88.74
-,2.0,0.0,350.0,0,0,5,not_recoverable,19.3,0.0,20.013,0.000,-20.013,-63.334,165.66
-,2.0,0.0,400.0,0,0,5,not_recoverable,18.4,0.0,20.031,0.000,-20.031,-63.464,238.85
-,2.0,5.0,-400.0,0,0,5,not_recoverable,22.8,50.9,20.033,20.033,20.033,63.431,-280.69
-,2.0,5.0,-350.0,0,0,5,not_recoverable,23.6,23.2,20.083,20.083,20.083,63.617,-277.52
-,2.0,5.0,-300.0,0,0,5,not_recoverable,0.0,0.0,20.058,20.058,20.058,63.548,-256.87
-,2.0,5.0,-250.0,0,0,5,not_recoverable,0.0,0.0,20.120,20.120,20.120,63.688,-173.45
-,2.0,5.0,-200.0,0,0,5,not_recoverable,0.0,0.0,20.029,20.029,20.029,63.310,-86.68
-,2.0,5.0,-150.0,0,0,5,not_recoverable,0.0,0.0,20.071,20.071,20.071,63.417,-4.45
-,2.0,5.0,-100.0,0,0,5,not_recoverable,0.0,0.0,20.077,20.077,20.077,63.416,65.49
-,2.0,5.0,-50.0,0,0,5,not_recoverable,0.0,0.0,20.110,20.110,20.110,63.525,97.12
-,2.0,5.0,0.0,0,0,5,not_recoverable,0.0,0.0,20.083,20.083,20.083,63.463,-10.22
-,2.0,5.0,50.0,0,0,5,not_recoverable,11.0,0.0,20.111,0.000,-20.111,-63.504,-460.66
-,2.0,5.0,100.0,0,0,5,not_recoverable,22.2,0.0,20.105,0.000,-20.105,-63.489,-275.58
-,2.0,5.0,150.0,0,0,5,not_recoverable,26.4,0.0,20.044,0.000,-20.044,-63.288,-158.07
-,2.0,5.0,200.0,0,0,5,not_recoverable,26.9,0.0,20.036,0.000,-20.036,-63.280,-61.03
-,2.0,5.0,250.0,0,0,5,not_recoverable,23.6,0.0,20.113,0.000,-20.113,-63.583,25.44
-,2.0,5.0,300.0,0,0,5,not_recoverable,20.2,0.0,20.029,0.000,-20.029,-63.332,106.65
-,2.0,5.0,350.0,0,0,5,not_recoverable,17.9,0.0,20.102,0.000,-20.102,-63.642,182.59
-,2.0,5.0,400.0,0,0,5,not_recoverable,25.6,0.0,20.005,0.000,-20.005,-63.371,256.30
-,2.0,10.0,-400.0,0,0,5,not_recoverable,12.8,21.1,20.005,20.005,20.005,63.354,-276.42
-,2.0,10.0,-350.0,0,0,5,not_recoverable,5.2,0.0,20.109,20.109,20.109,63.706,-236.72
-,2.0,10.0,-300.0,0,0,5,not_recoverable,2.2,0.0,20.094,20.094,20.094,63.584,-153.55
-,2.0,10.0,-250.0,0,0,5,not_recoverable,0.0,0.0,20.088,20.088,20.088,63.505,-66.03
-,2.0,10.0,-200.0,0,0,5,not_recoverable,0.0,0.0,20.076,20.076,20.076,63.425,25.76
-,2.0,10.0,-150.0,0,0,5,not_recoverable,0.0,0.0,20.007,20.007,20.007,63.162,121.20
-,2.0,10.0,-100.0,0,0,5,not_recoverable,0.0,0.0,20.084,20.084,20.084,63.419,212.76
-,2.0,10.0,-50.0,0,0,5,not_recoverable,0.0,0.0,20.037,20.037,20.037,63.249,261.48
-,2.0,10.0,0.0,0,0,5,not_recoverable,0.0,0.0,20.040,20.040,20.040,63.264,207.55
-,2.0,10.0,50.0,0,0,5,not_recoverable,0.0,13.5,20.065,0.000,-20.065,-70.015,-496.18
-,2.0,10.0,100.0,0,0,5,not_recoverable,9.0,0.0,20.062,0.000,-20.062,-63.338,-278.71
-,2.0,10.0,150.0,0,0,5,not_recoverable,15.6,0.0,20.026,0.000,-20.026,-63.224,-148.07
-,2.0,10.0,200.0,0,0,5,not_recoverable,18.8,0.0,20.048,0.000,-20.048,-63.324,-46.33
-,2.0,10.0,250.0,0,0,5,not_recoverable,20.4,0.0,20.002,0.000,-20.002,-63.197,43.27
-,2.0,10.0,300.0,0,0,5,not_recoverable,17.5,0.0,20.005,0.000,-20.005,-63.251,125.28
-,2.0,10.0,350.0,0,0,5,not_recoverable,23.2,0.0,20.080,0.000,-20.080,-63.564,201.97
-,2.0,10.0,400.0,0,0,5,not_recoverable,32.6,0.0,20.073,0.000,-20.073,-63.605,275.72
-,2.0,15.0,-400.0,0,0,5,not_recoverable,12.0,0.0,20.109,20.109,20.109,63.727,-250.21
-,2.0,15.0,-350.0,0,0,5,not_recoverable,9.2,0.0,20.085,20.085,20.085,63.561,-163.72
-,2.0,15.0,-300.0,0,0,5,not_recoverable,3.2,0.0,20.115,20.115,20.115,63.604,-71.63
-,2.0,15.0,-250.0,0,0,5,not_recoverable,0.0,0.0,20.037,20.037,20.037,63.290,27.87
-,2.0,15.0,-200.0,0,0,5,not_recoverable,0.0,0.0,20.058,20.058,20.058,63.336,142.52
-,2.0,15.0,-150.0,0,0,5,not_recoverable,0.0,0.0,20.044,20.044,20.044,63.274,297.71
-,2.0,15.0,-100.0,0,1,5,boundary,0.0,0.0,20.117,1.973,-20.117,-63.583,12.96
-,2.0,15.0,-50.0,1,3,5,boundary,0.0,0.0,6.624,1.661,-6.624,-15.836,-68.51
-,2.0,15.0,0.0,0,0,5,not_recoverable,0.0,0.0,20.066,20.066,20.066,63.346,440.17
-,2.0,15.0,50.0,0,0,5,not_recoverable,0.0,0.0,20.023,20.023,20.023,63.258,-23.19
-,2.0,15.0,100.0,0,0,5,not_recoverable,0.0,0.0,20.003,0.000,-20.003,-63.130,-271.72
-,2.0,15.0,150.0,0,0,5,not_recoverable,2.2,0.0,20.119,0.000,-20.119,-63.550,-126.79
-,2.0,15.0,200.0,0,0,5,not_recoverable,6.6,0.0,20.065,0.000,-20.065,-63.387,-18.95
-,2.0,15.0,250.0,0,0,5,not_recoverable,9.0,0.0,20.110,0.000,-20.110,-63.583,73.40
-,2.0,15.0,300.0,0,0,5,not_recoverable,16.0,0.0,20.014,0.000,-20.014,-63.295,158.44
-,2.0,15.0,350.0,0,0,5,not_recoverable,29.0,0.0,20.023,0.000,-20.023,-63.391,237.57
-,2.0,15.0,400.0,0,0,5,not_recoverable,31.8,16.7,20.033,0.000,-20.033,-63.437,279.20
-,2.0,20.0,-400.0,0,0,5,not_recoverable,14.5,0.0,20.117,20.117,20.117,63.696,-185.00
-,2.0,20.0,-350.0,0,0,5,not_recoverable,10.6,0.0,20.122,20.122,20.122,63.642,-91.77
-,2.0,20.0,-300.0,0,0,5,not_recoverable,3.6,0.0,20.121,20.121,20.121,63.589,10.71
-,2.0,20.0,-250.0,0,0,5,not_recoverable,0.0,0.0,20.055,20.055,20.055,63.326,131.31
-,2.0,20.0,-200.0,0,0,5,not_recoverable,0.0,0.0,20.017,20.017,20.017,63.176,311.33
-,2.0,20.0,-150.0,0,0,5,not_recoverable,0.0,0.0,20.110,1.622,-20.110,-63.507,-231.56
-,2.0,20.0,-100.0,1,3,5,boundary,0.0,0.0,2.000,0.806,0.806,3.892,-128.52
-,2.0,20.0,-50.0,1,3,5,boundary,0.0,0.0,2.000,0.748,-1.006,-2.113,67.55
-,2.0,20.0,0.0,1,1,5,boundary,0.0,0.0,17.355,17.355,17.355,53.839,302.84
-,2.0,20.0,50.0,0,0,5,not_recoverable,0.0,0.0,20.113,0.000,-20.113,-63.511,-384.36
-,2.0,20.0,100.0,0,0,5,not_recoverable,0.0,0.0,20.000,0.000,-20.000,-63.130,-167.64
-,2.0,20.0,150.0,0,0,5,not_recoverable,0.0,0.0,20.112,0.000,-20.112,-63.546,-44.01
-,2.0,20.0,200.0,0,0,5,not_recoverable,0.0,0.0,20.035,0.000,-20.035,-63.313,57.43
-,2.0,20.0,250.0,0,0,5,not_recoverable,4.4,0.0,20.015,0.000,-20.015,-63.298,147.19
-,2.0,20.0,300.0,0,0,5,not_recoverable,17.8,0.0,20.020,0.000,-20.020,-63.383,229.92
-,2.0,20.0,350.0,0,0,5,not_recoverable,38.2,15.1,20.120,0.000,-20.120,-63.750,276.32
-,2.0,20.0,400.0,0,0,5,not_recoverable,25.2,37.6,20.117,0.000,-20.117,-63.725,280.14
-,2.0,25.0,-400.0,0,0,5,not_recoverable,17.1,0.0,20.098,20.098,20.098,63.588,-124.44
-,2.0,25.0,-350.0,0,0,5,not_recoverable,13.0,0.0,20.003,20.003,20.003,63.196,-25.34
-,2.0,25.0,-300.0,0,0,5,not_recoverable,6.2,0.0,20.063,20.063,20.063,63.366,88.60
-,2.0,25.0,-250.0,0,0,5,not_recoverable,0.0,0.0,20.111,20.111,20.111,63.512,236.69
-,2.0,25.0,-200.0,0,0,5,not_recoverable,0.0,0.0,20.077,2.072,-20.077,-63.523,157.43
-,2.0,25.0,-150.0,0,0,5,not_recoverable,0.0,0.0,20.075,1.232,-20.075,-63.379,-451.04
-,2.0,25.0,-100.0,1,1,5,boundary,0.0,0.0,6.847,6.847,6.847,16.711,7.16
-,2.0,25.0,-50.0,0,0,5,not_recoverable,0.0,0.0,20.011,0.814,-20.011,-63.154,-408.07
-,2.0,25.0,0.0,0,0,5,not_recoverable,0.0,0.0,20.001,0.813,-20.001,-63.132,-184.43
-,2.0,25.0,50.0,0,0,5,not_recoverable,0.0,0.0,20.085,0.813,-20.085,-63.449,-53.77
-,2.0,25.0,100.0,0,0,5,not_recoverable,0.0,0.0,20.002,0.813,-20.002,-63.197,52.11
-,2.0,25.0,150.0,0,0,5,not_recoverable,0.0,0.0,20.075,0.813,-20.075,-63.506,144.14
-,2.0,25.0,200.0,0,0,5,not_recoverable,3.2,0.0,20.002,0.813,-20.002,-63.323,229.15
-,2.0,25.0,250.0,0,0,5,not_recoverable,56.0,13.1,20.093,0.813,-20.093,-63.658,275.54
-,2.0,25.0,300.0,0,0,5,not_recoverable,51.4,33.2,20.011,0.813,-20.011,-63.355,280.61
-,2.0,25.0,350.0,0,0,5,not_recoverable,38.2,75.8,20.084,20.084,20.084,71.446,495.91
-,2.0,25.0,400.0,0,0,5,not_recoverable,25.2,78.7,20.135,20.135,20.135,71.624,496.26
-,2.0,30.0,-400.0,0,0,5,not_recoverable,20.0,0.0,20.123,20.123,20.123,63.657,-75.81
-,2.0,30.0,-350.0,0,0,5,not_recoverable,19.2,0.0,20.048,20.048,20.048,63.343,20.58
-,2.0,30.0,-300.0,0,0,5,not_recoverable,15.4,0.0,20.102,20.102,20.102,63.502,125.25
-,2.0,30.0,-250.0,0,0,5,not_recoverable,12.2,0.0,20.079,20.079,20.079,63.404,230.28
-,2.0,30.0,-200.0,0,0,5,not_recoverable,16.2,0.0,20.072,20.072,20.072,63.378,281.28
-,2.0,30.0,-150.0,0,0,5,not_recoverable,21.0,0.0,20.072,20.072,20.072,63.378,331.28
-,2.0,30.0,-100.0,0,0,5,not_recoverable,26.2,0.0,20.072,20.072,20.072,63.378,381.28
-,2.0,30.0,-50.0,0,0,5,not_recoverable,32.0,0.0,20.072,20.072,20.072,63.378,431.28
-,2.0,30.0,0.0,0,0,5,not_recoverable,38.8,0.0,20.072,20.072,20.072,63.378,481.28
-,2.0,30.0,50.0,0,0,5,not_recoverable,46.4,7.0,20.014,20.014,20.014,66.698,496.14
-,2.0,30.0,100.0,0,0,5,not_recoverable,55.4,16.6,20.087,20.087,20.087,69.390,496.49
-,2.0,30.0,150.0,0,0,5,not_recoverable,59.0,25.7,20.033,20.033,20.033,70.261,496.07
-,2.0,30.0,200.0,0,0,5,not_recoverable,69.2,34.6,20.049,20.049,20.049,70.799,496.41
-,2.0,30.0,250.0,0,0,5,not_recoverable,64.4,43.4,20.079,20.079,20.079,71.140,495.99
-,2.0,30.0,300.0,0,0,5,not_recoverable,51.4,52.2,20.124,20.124,20.124,71.424,496.33
-,2.0,30.0,350.0,0,0,5,not_recoverable,38.4,61.6,20.047,20.047,20.047,71.241,495.91
-,2.0,30.0,400.0,0,0,5,not_recoverable,27.9,72.1,20.011,20.011,20.011,71.200,496.26
-,2.0,35.0,-400.0,0,0,5,not_recoverable,22.4,0.0,20.055,20.055,20.055,63.443,-57.76
-,2.0,35.0,-350.0,0,0,5,not_recoverable,25.1,0.0,20.007,20.007,20.007,63.268,-3.17
-,2.0,35.0,-300.0,0,0,5,not_recoverable,28.2,0.0,20.007,20.007,20.007,63.268,46.83
-,2.0,35.0,-250.0,0,0,5,not_recoverable,31.5,0.0,20.007,20.007,20.007,63.268,96.83
-,2.0,35.0,-200.0,0,0,5,not_recoverable,35.2,0.0,20.007,20.007,20.007,63.268,146.83
-,2.0,35.0,-150.0,0,0,5,not_recoverable,39.2,0.0,20.007,20.007,20.007,63.268,196.83
-,2.0,35.0,-100.0,0,0,5,not_recoverable,43.8,0.0,20.007,20.007,20.007,63.268,246.83
-,2.0,35.0,-50.0,0,0,5,not_recoverable,48.9,0.0,20.007,20.007,20.007,63.268,296.83
-,2.0,35.0,0.0,0,0,5,not_recoverable,54.6,0.0,20.007,20.007,20.007,63.268,346.83
-,2.0,35.0,50.0,0,0,5,not_recoverable,61.5,0.0,20.007,20.007,20.007,63.268,396.83
-,2.0,35.0,100.0,0,0,5,not_recoverable,69.8,0.0,20.007,20.007,20.007,63.268,446.83
-,2.0,35.0,150.0,0,0,5,not_recoverable,87.9,0.2,20.007,20.007,20.007,63.373,496.07
-,2.0,35.0,200.0,0,0,5,not_recoverable,86.0,14.0,20.017,20.017,20.017,67.830,496.41
-,2.0,35.0,250.0,0,0,5,not_recoverable,72.7,27.3,20.042,20.042,20.042,69.806,495.99
-,2.0,35.0,300.0,0,0,5,not_recoverable,59.8,40.2,20.059,20.059,20.059,70.709,496.33
-,2.0,35.0,350.0,0,0,5,not_recoverable,46.5,53.5,20.119,20.119,20.119,71.350,495.91
-,2.0,35.0,400.0,0,0,5,not_recoverable,32.7,67.3,20.137,20.137,20.137,71.682,496.26
-,2.0,40.0,-400.0,0,0,5,not_recoverable,23.5,0.0,20.010,20.010,20.010,63.531,-110.47
-,2.0,40.0,-350.0,0,0,5,not_recoverable,26.6,0.0,20.010,20.010,20.010,63.531,-60.47
-,2.0,40.0,-300.0,0,0,5,not_recoverable,30.1,0.0,20.010,20.010,20.010,63.531,-10.47
-,2.0,40.0,-250.0,0,0,5,not_recoverable,33.8,0.0,20.010,20.010,20.010,63.531,39.53
-,2.0,40.0,-200.0,0,0,5,not_recoverable,37.7,0.0,20.010,20.010,20.010,63.531,89.53
-,2.0,40.0,-150.0,0,0,5,not_recoverable,42.2,0.0,20.010,20.010,20.010,63.531,139.53
-,2.0,40.0,-100.0,0,0,5,not_recoverable,47.2,0.0,20.010,20.010,20.010,63.531,189.53
-,2.0,40.0,-50.0,0,0,5,not_recoverable,53.0,0.0,20.010,20.010,20.010,63.531,239.53
-,2.0,40.0,0.0,0,0,5,not_recoverable,58.6,0.0,20.010,20.010,20.010,63.531,289.53
-,2.0,40.0,50.0,0,0,5,not_recoverable,66.2,0.0,20.010,20.010,20.010,63.531,339.53
-,2.0,40.0,100.0,0,0,5,not_recoverable,83.4,0.0,20.010,20.010,20.010,63.531,389.53
-,2.0,40.0,150.0,0,0,5,not_recoverable,100.0,0.0,20.010,20.010,20.010,63.531,439.53
-,2.0,40.0,200.0,0,0,5,not_recoverable,100.0,0.0,20.010,20.010,20.010,63.531,489.53
-,2.0,40.0,250.0,0,0,5,not_recoverable,85.4,14.6,20.055,20.055,20.055,67.829,495.99
-,2.0,40.0,300.0,0,0,5,not_recoverable,69.5,30.5,20.103,20.103,20.103,70.116,496.33
-,2.0,40.0,350.0,0,0,5,not_recoverable,53.5,46.5,20.029,20.029,20.029,70.855,495.91
-,2.0,40.0,400.0,0,0,5,not_recoverable,37.2,62.8,20.045,20.045,20.045,71.462,496.26
-,2.0,45.0,-400.0,0,0,5,not_recoverable,24.8,0.0,20.045,20.045,20.045,64.051,-147.13
-,2.0,45.0,-350.0,0,0,5,not_recoverable,28.1,0.0,20.045,20.045,20.045,64.051,-97.13
-,2.0,45.0,-300.0,0,0,5,not_recoverable,32.0,0.0,20.045,20.045,20.045,64.051,-47.13
-,2.0,45.0,-250.0,0,0,5,not_recoverable,36.3,0.0,20.045,20.045,20.045,64.051,2.87
-,2.0,45.0,-200.0,0,0,5,not_recoverable,40.8,0.0,20.045,20.045,20.045,64.051,52.87
-,2.0,45.0,-150.0,0,0,5,not_recoverable,45.6,0.0,20.045,20.045,20.045,64.051,102.87
-,2.0,45.0,-100.0,0,0,5,not_recoverable,50.5,0.0,20.045,20.045,20.045,64.051,152.87
-,2.0,45.0,-50.0,0,0,5,not_recoverable,55.9,0.0,20.045,20.045,20.045,64.051,202.87
-,2.0,45.0,0.0,0,0,5,not_recoverable,62.8,0.0,20.045,20.045,20.045,64.051,252.87
-,2.0,45.0,50.0,0,0,5,not_recoverable,78.9,0.0,20.045,20.045,20.045,64.051,302.87
-,2.0,45.0,100.0,0,0,5,not_recoverable,100.0,0.0,20.045,20.045,20.045,64.051,352.87
-,2.0,45.0,150.0,0,0,5,not_recoverable,100.0,0.0,20.045,20.045,20.045,64.051,402.87
-,2.0,45.0,200.0,0,0,5,not_recoverable,100.0,0.0,20.045,20.045,20.045,64.051,452.87
-,2.0,45.0,250.0,0,0,5,not_recoverable,97.3,2.7,20.054,20.054,20.054,64.977,495.99
-,2.0,45.0,300.0,0,0,5,not_recoverable,78.6,21.4,20.012,20.012,20.012,68.808,496.33
-,2.0,45.0,350.0,0,0,5,not_recoverable,59.9,40.1,20.107,20.107,20.107,70.941,495.91
-,2.0,45.0,400.0,0,0,5,not_recoverable,41.3,58.7,20.055,20.055,20.055,71.676,496.26
-,2.0,50.0,-400.0,0,0,5,not_recoverable,26.4,0.0,20.112,20.112,20.112,64.847,-173.87
-,2.0,50.0,-350.0,0,0,5,not_recoverable,30.1,0.0,20.112,20.112,20.112,64.847,-123.87
-,2.0,50.0,-300.0,0,0,5,not_recoverable,34.5,0.0,20.112,20.112,20.112,64.847,-73.87
-,2.0,50.0,-250.0,0,0,5,not_recoverable,38.9,0.0,20.112,20.112,20.112,64.847,-23.87
-,2.0,50.0,-200.0,0,0,5,not_recoverable,43.2,0.0,20.112,20.112,20.112,64.847,26.13
-,2.0,50.0,-150.0,0,0,5,not_recoverable,48.0,0.0,20.112,20.112,20.112,64.847,76.13
-,2.0,50.0,-100.0,0,0,5,not_recoverable,53.0,0.0,20.112,20.112,20.112,64.847,126.13
-,2.0,50.0,-50.0,0,0,5,not_recoverable,59.5,0.0,20.112,20.112,20.112,64.847,176.13
-,2.0,50.0,0.0,0,0,5,not_recoverable,74.7,0.0,20.112,20.112,20.112,64.847,226.13
-,2.0,50.0,50.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,64.847,276.13
-,2.0,50.0,100.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,64.847,326.13
-,2.0,50.0,150.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,64.847,376.13
-,2.0,50.0,200.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,64.847,426.13
-,2.0,50.0,250.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,64.847,476.13
-,2.0,50.0,300.0,0,0,5,not_recoverable,87.1,12.9,20.129,20.129,20.129,68.076,496.33
-,2.0,50.0,350.0,0,0,5,not_recoverable,66.1,33.9,20.134,20.134,20.134,70.867,495.91
-,2.0,50.0,400.0,0,0,5,not_recoverable,45.3,54.7,20.091,20.091,20.091,72.071,496.26
-,2.0,55.0,-400.0,0,0,5,not_recoverable,28.0,0.0,20.112,20.112,20.112,65.590,-195.26
-,2.0,55.0,-350.0,0,0,5,not_recoverable,32.5,0.0,20.112,20.112,20.112,65.590,-145.26
-,2.0,55.0,-300.0,0,0,5,not_recoverable,36.6,0.0,20.112,20.112,20.112,65.590,-95.26
-,2.0,55.0,-250.0,0,0,5,not_recoverable,40.7,0.0,20.112,20.112,20.112,65.590,-45.26
-,2.0,55.0,-200.0,0,0,5,not_recoverable,45.1,0.0,20.112,20.112,20.112,65.590,4.74
-,2.0,55.0,-150.0,0,0,5,not_recoverable,50.4,0.0,20.112,20.112,20.112,65.590,54.74
-,2.0,55.0,-100.0,0,0,5,not_recoverable,56.7,0.0,20.112,20.112,20.112,65.590,104.74
-,2.0,55.0,-50.0,0,0,5,not_recoverable,70.5,0.0,20.112,20.112,20.112,65.590,154.74
-,2.0,55.0,0.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,65.590,204.74
-,2.0,55.0,50.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,65.590,254.74
-,2.0,55.0,100.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,65.590,304.74
-,2.0,55.0,150.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,65.590,354.74
-,2.0,55.0,200.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,65.590,404.74
-,2.0,55.0,250.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,65.590,454.74
-,2.0,55.0,300.0,0,0,5,not_recoverable,95.9,4.1,20.126,20.126,20.126,66.716,496.33
-,2.0,55.0,350.0,0,0,5,not_recoverable,72.3,27.7,20.108,20.108,20.108,70.638,495.91
-,2.0,55.0,400.0,0,0,5,not_recoverable,49.4,50.6,20.040,20.040,20.040,72.282,496.26
-,2.0,60.0,-400.0,0,0,5,not_recoverable,29.8,0.0,20.112,20.112,20.112,66.524,-212.83
-,2.0,60.0,-350.0,0,0,5,not_recoverable,33.5,0.0,20.112,20.112,20.112,66.524,-162.83
-,2.0,60.0,-300.0,0,0,5,not_recoverable,37.6,0.0,20.112,20.112,20.112,66.524,-112.83
-,2.0,60.0,-250.0,0,0,5,not_recoverable,42.4,0.0,20.112,20.112,20.112,66.524,-62.83
-,2.0,60.0,-200.0,0,0,5,not_recoverable,47.3,0.0,20.112,20.112,20.112,66.524,-12.83
-,2.0,60.0,-150.0,0,0,5,not_recoverable,53.5,0.0,20.112,20.112,20.112,66.524,37.17
-,2.0,60.0,-100.0,0,0,5,not_recoverable,66.5,0.0,20.112,20.112,20.112,66.524,87.17
-,2.0,60.0,-50.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,66.524,137.17
-,2.0,60.0,0.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,66.524,187.17
-,2.0,60.0,50.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,66.524,237.17
-,2.0,60.0,100.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,66.524,287.17
-,2.0,60.0,150.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,66.524,337.17
-,2.0,60.0,200.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,66.524,387.17
-,2.0,60.0,250.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,66.524,437.17
-,2.0,60.0,300.0,0,0,5,not_recoverable,100.0,0.0,20.112,20.112,20.112,66.524,487.17
-,2.0,60.0,350.0,0,0,5,not_recoverable,78.6,21.4,20.115,20.115,20.115,70.586,495.91
-,2.0,60.0,400.0,0,0,5,not_recoverable,53.4,46.6,20.087,20.087,20.087,72.955,496.26
-,2.0,65.0,-400.0,0,0,5,not_recoverable,30.2,0.0,20.031,20.031,20.031,67.410,-228.11
-,2.0,65.0,-350.0,0,0,5,not_recoverable,34.7,0.0,20.031,20.031,20.031,67.410,-178.11
-,2.0,65.0,-300.0,0,0,5,not_recoverable,39.1,0.0,20.031,20.031,20.031,67.410,-128.11
-,2.0,65.0,-250.0,0,0,5,not_recoverable,44.4,0.0,20.031,20.031,20.031,67.410,-78.11
-,2.0,65.0,-200.0,0,0,5,not_recoverable,50.7,0.0,20.031,20.031,20.031,67.410,-28.11
-,2.0,65.0,-150.0,0,0,5,not_recoverable,62.2,0.0,20.031,20.031,20.031,67.410,21.89
-,2.0,65.0,-100.0,0,0,5,not_recoverable,86.2,0.0,20.031,20.031,20.031,67.410,71.89
-,2.0,65.0,-50.0,0,0,5,not_recoverable,100.0,0.0,20.031,20.031,20.031,67.410,121.89
-,2.0,65.0,0.0,0,0,5,not_recoverable,100.0,0.0,20.031,20.031,20.031,67.410,171.89
-,2.0,65.0,50.0,0,0,5,not_recoverable,100.0,0.0,20.031,20.031,20.031,67.410,221.89
-,2.0,65.0,100.0,0,0,5,not_recoverable,100.0,0.0,20.031,20.031,20.031,67.410,271.89
-,2.0,65.0,150.0,0,0,5,not_recoverable,100.0,0.0,20.031,20.031,20.031,67.410,321.89
-,2.0,65.0,200.0,0,0,5,not_recoverable,100.0,0.0,20.031,20.031,20.031,67.410,371.89
-,2.0,65.0,250.0,0,0,5,not_recoverable,100.0,0.0,20.031,20.031,20.031,67.410,421.89
-,2.0,65.0,300.0,0,0,5,not_recoverable,100.0,0.0,20.031,20.031,20.031,67.410,471.89
-,2.0,65.0,350.0,0,0,5,not_recoverable,85.3,14.7,20.008,20.008,20.008,70.205,495.91
-,2.0,65.0,400.0,0,0,5,not_recoverable,57.5,42.5,20.058,20.058,20.058,73.509,496.26
-,2.0,70.0,-400.0,0,0,5,not_recoverable,31.6,0.0,20.125,20.125,20.125,69.039,-240.34
-,2.0,70.0,-350.0,0,0,5,not_recoverable,36.4,0.0,20.125,20.125,20.125,69.039,-190.34
-,2.0,70.0,-300.0,0,0,5,not_recoverable,41.6,0.0,20.125,20.125,20.125,69.039,-140.34
-,2.0,70.0,-250.0,0,0,5,not_recoverable,47.4,0.0,20.125,20.125,20.125,69.039,-90.34
-,2.0,70.0,-200.0,0,0,5,not_recoverable,58.4,0.0,20.125,20.125,20.125,69.039,-40.34
-,2.0,70.0,-150.0,0,0,5,not_recoverable,79.4,0.0,20.125,20.125,20.125,69.039,9.66
-,2.0,70.0,-100.0,0,0,5,not_recoverable,100.0,0.0,20.125,20.125,20.125,69.039,59.66
-,2.0,70.0,-50.0,0,0,5,not_recoverable,100.0,0.0,20.125,20.125,20.125,69.039,109.66
