spin_rpm,kick_ms,capture_deg,inertia_scale,I_w,case,tau,success,peak_opposite_deg,rise_deg,upright_s,capture_s,kick_start_s,tail_angle_deg,tail_rate_dps,impacted,final_phase
250,100,10,0.75,0.0018375,nominal,0.18,False,2.260108208833917,18.260108208833916,1.4020000000000001,0.202,0.10200000000000001,2.182382818838018,1.4919397481857513,False,BALANCING
250,200,10,0.75,0.0018375,nominal,0.18,False,2.260108208833917,18.260108208833916,1.4020000000000001,0.202,0.10200000000000001,2.182382818838018,1.4919397481857513,False,BALANCING
250,350,10,0.75,0.0018375,nominal,0.18,False,2.260108208833917,18.260108208833916,1.4020000000000001,0.202,0.10200000000000001,2.182382818838018,1.4919397481857513,False,BALANCING
250,500,10,0.75,0.0018375,nominal,0.18,False,2.260108208833917,18.260108208833916,1.4020000000000001,0.202,0.10200000000000001,2.182382818838018,1.4919397481857513,False,BALANCING
250,20,15,0.75,0.0018375,nominal,0.18,False,0,0.8549358077952629,,,0.10200000000000001,,,True,FALLEN
250,50,15,0.75,0.0018375,nominal,0.18,False,0,8.570211801335109,,0.14200000000000002,0.10200000000000001,16.0,0.0,True,FALLEN
250,100,15,0.75,0.0018375,nominal,0.18,False,0,8.570211801335109,,0.14200000000000002,0.10200000000000001,16.0,0.0,True,FALLEN
250,200,15,0.75,0.0018375,nominal,0.18,False,0,8.570211801335109,,0.14200000000000002,0.10200000000000001,16.0,0.0,True,FALLEN
250,350,15,0.75,0.0018375,nominal,0.18,False,0,8.570211801335109,,0.14200000000000002,0.10200000000000001,16.0,0.0,True,FALLEN
250,500,15,0.75,0.0018375,nominal,0.18,False,0,8.570211801335109,,0.14200000000000002,0.10200000000000001,16.0,0.0,True,FALLEN
300,20,5,0.75,0.0018375,nominal,0.18,False,0,1.044077913716082,,,0.132,,,True,FALLEN
300,50,5,0.75,0.0018375,nominal,0.18,False,0,5.959754281200675,,,0.132,,,True,FALLEN
300,100,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.316,,0.132,,,True,FALLEN
300,200,5,0.75,0.0018375,nominal,0.18,True,1.5541984488989775,17.554198448898976,0.306,0.262,0.132,0.837969668205382,0.8431354140930307,False,BALANCING
300,350,5,0.75,0.0018375,nominal,0.18,True,1.5541984488989775,17.554198448898976,0.306,0.262,0.132,0.837969668205382,0.8431354140930307,False,BALANCING
300,500,5,0.75,0.0018375,nominal,0.18,True,1.5541984488989775,17.554198448898976,0.306,0.262,0.132,0.837969668205382,0.8431354140930307,False,BALANCING
300,20,10,0.75,0.0018375,nominal,0.18,False,0,1.044077913716082,,,0.132,,,True,FALLEN
300,50,10,0.75,0.0018375,nominal,0.18,False,0,5.959754281200675,,,0.132,,,True,FALLEN
300,100,10,0.75,0.0018375,nominal,0.18,True,1.9622156052081619,17.96221560520816,1.528,0.226,0.132,1.9403841113354316,1.2005560659347925,False,BALANCING
300,200,10,0.75,0.0018375,nominal,0.18,True,1.9622156052081619,17.96221560520816,1.528,0.226,0.132,1.9403841113354316,1.2005560659347925,False,BALANCING
300,350,10,0.75,0.0018375,nominal,0.18,True,1.9622156052081619,17.96221560520816,1.528,0.226,0.132,1.9403841113354316,1.2005560659347925,False,BALANCING
300,500,10,0.75,0.0018375,nominal,0.18,True,1.9622156052081619,17.96221560520816,1.528,0.226,0.132,1.9403841113354316,1.2005560659347925,False,BALANCING
300,20,15,0.75,0.0018375,nominal,0.18,False,0,1.044077913716082,,,0.132,,,True,FALLEN
300,50,15,0.75,0.0018375,nominal,0.18,False,0,9.223259933536392,,0.17,0.132,16.0,0.0,True,FALLEN
300,100,15,0.75,0.0018375,nominal,0.18,False,0,9.223259933536392,,0.17,0.132,16.0,0.0,True,FALLEN
300,200,15,0.75,0.0018375,nominal,0.18,False,0,9.223259933536392,,0.17,0.132,16.0,0.0,True,FALLEN
300,350,15,0.75,0.0018375,nominal,0.18,False,0,9.223259933536392,,0.17,0.132,16.0,0.0,True,FALLEN
300,500,15,0.75,0.0018375,nominal,0.18,False,0,9.223259933536392,,0.17,0.132,16.0,0.0,True,FALLEN
350,20,5,0.75,0.0018375,nominal,0.18,False,0,1.2560465546376172,,,0.166,,,True,FALLEN
350,50,5,0.75,0.0018375,nominal,0.18,False,0,7.607820118328423,,,0.166,,,True,FALLEN
350,100,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.334,,0.166,,,True,FALLEN
350,200,5,0.75,0.0018375,nominal,0.18,True,3.0317078274820703,19.03170782748207,0.328,0.29,0.166,1.5167278701352558,1.4279373522327092,False,BALANCING
350,350,5,0.75,0.0018375,nominal,0.18,True,3.0317078274820703,19.03170782748207,0.328,0.29,0.166,1.5167278701352558,1.4279373522327092,False,BALANCING
350,500,5,0.75,0.0018375,nominal,0.18,True,3.0317078274820703,19.03170782748207,0.328,0.29,0.166,1.5167278701352558,1.4279373522327092,False,BALANCING
350,20,10,0.75,0.0018375,nominal,0.18,False,0,1.2560465546376172,,,0.166,,,True,FALLEN
350,50,10,0.75,0.0018375,nominal,0.18,False,0,7.607820118328423,,,0.166,,,True,FALLEN
350,100,10,0.75,0.0018375,nominal,0.18,True,1.6236792023245612,17.62367920232456,1.684,0.256,0.166,1.6236762277441832,0.8608049064083304,False,BALANCING
350,200,10,0.75,0.0018375,nominal,0.18,True,1.6236792023245612,17.62367920232456,1.684,0.256,0.166,1.6236762277441832,0.8608049064083304,False,BALANCING
350,350,10,0.75,0.0018375,nominal,0.18,True,1.6236792023245612,17.62367920232456,1.684,0.256,0.166,1.6236762277441832,0.8608049064083304,False,BALANCING
350,500,10,0.75,0.0018375,nominal,0.18,True,1.6236792023245612,17.62367920232456,1.684,0.256,0.166,1.6236762277441832,0.8608049064083304,False,BALANCING
350,20,15,0.75,0.0018375,nominal,0.18,False,0,1.2560465546376172,,,0.166,,,True,FALLEN
350,50,15,0.75,0.0018375,nominal,0.18,False,0,9.74512409725082,,0.202,0.166,16.0,0.0,True,FALLEN
350,100,15,0.75,0.0018375,nominal,0.18,False,0,9.74512409725082,,0.202,0.166,16.0,0.0,True,FALLEN
350,200,15,0.75,0.0018375,nominal,0.18,False,0,9.74512409725082,,0.202,0.166,16.0,0.0,True,FALLEN
350,350,15,0.75,0.0018375,nominal,0.18,False,0,9.74512409725082,,0.202,0.166,16.0,0.0,True,FALLEN
350,500,15,0.75,0.0018375,nominal,0.18,False,0,9.74512409725082,,0.202,0.166,16.0,0.0,True,FALLEN
400,20,5,0.75,0.0018375,nominal,0.18,False,0,1.2435618182014512,,,0.21,,,True,FALLEN
400,50,5,0.75,0.0018375,nominal,0.18,False,0,9.258114737082693,,,0.21,,,True,FALLEN
400,100,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.366,,0.21,,,True,FALLEN
400,200,5,0.75,0.0018375,nominal,0.18,False,4.935721075022494,20.935721075022492,0.362,0.328,0.21,2.403445402685407,2.156733873479059,False,BALANCING
400,350,5,0.75,0.0018375,nominal,0.18,False,4.935721075022494,20.935721075022492,0.362,0.328,0.21,2.403445402685407,2.156733873479059,False,BALANCING
400,500,5,0.75,0.0018375,nominal,0.18,False,4.935721075022494,20.935721075022492,0.362,0.328,0.21,2.403445402685407,2.156733873479059,False,BALANCING
400,20,10,0.75,0.0018375,nominal,0.18,False,0,1.2435618182014512,,,0.21,,,True,FALLEN
400,50,10,0.75,0.0018375,nominal,0.18,False,0,9.258114737082693,,,0.21,,,True,FALLEN
400,100,10,0.75,0.0018375,nominal,0.18,True,1.3038735276121027,17.303873527612105,1.9000000000000001,0.296,0.21,1.3038735276121027,0.5023985751436413,False,BALANCING
400,200,10,0.75,0.0018375,nominal,0.18,True,1.3038735276121027,17.303873527612105,1.9000000000000001,0.296,0.21,1.3038735276121027,0.5023985751436413,False,BALANCING
400,350,10,0.75,0.0018375,nominal,0.18,True,1.3038735276121027,17.303873527612105,1.9000000000000001,0.296,0.21,1.3038735276121027,0.5023985751436413,False,BALANCING
400,500,10,0.75,0.0018375,nominal,0.18,True,1.3038735276121027,17.303873527612105,1.9000000000000001,0.296,0.21,1.3038735276121027,0.5023985751436413,False,BALANCING
400,20,15,0.75,0.0018375,nominal,0.18,False,0,1.2435618182014512,,,0.21,,,True,FALLEN
400,50,15,0.75,0.0018375,nominal,0.18,False,0,10.494118781124724,,0.246,0.21,16.0,0.0,True,FALLEN
400,100,15,0.75,0.0018375,nominal,0.18,False,0,10.494118781124724,,0.246,0.21,16.0,0.0,True,FALLEN
400,200,15,0.75,0.0018375,nominal,0.18,False,0,10.494118781124724,,0.246,0.21,16.0,0.0,True,FALLEN
400,350,15,0.75,0.0018375,nominal,0.18,False,0,10.494118781124724,,0.246,0.21,16.0,0.0,True,FALLEN
400,500,15,0.75,0.0018375,nominal,0.18,False,0,10.494118781124724,,0.246,0.21,16.0,0.0,True,FALLEN
450,20,5,0.75,0.0018375,nominal,0.18,False,0,1.4972265109658416,,,0.268,,,True,FALLEN
450,50,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.5760000000000001,,0.268,,,True,FALLEN
450,100,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.41200000000000003,,0.268,,,True,FALLEN
450,200,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.41200000000000003,0.382,0.268,16.0,0.0,True,FALLEN
450,350,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.41200000000000003,0.382,0.268,16.0,0.0,True,FALLEN
450,500,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.41200000000000003,0.382,0.268,16.0,0.0,True,FALLEN
450,20,10,0.75,0.0018375,nominal,0.18,False,0,1.4972265109658416,,,0.268,,,True,FALLEN
450,50,10,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.5760000000000001,,0.268,,,True,FALLEN
450,100,10,0.75,0.0018375,nominal,0.18,True,1.0479755431602238,17.047975543160224,2.182,0.35000000000000003,0.268,1.0479755431602238,0.6896106096536695,False,BALANCING
450,200,10,0.75,0.0018375,nominal,0.18,True,1.0479755431602238,17.047975543160224,2.182,0.35000000000000003,0.268,1.0479755431602238,0.6896106096536695,False,BALANCING
450,350,10,0.75,0.0018375,nominal,0.18,True,1.0479755431602238,17.047975543160224,2.182,0.35000000000000003,0.268,1.0479755431602238,0.6896106096536695,False,BALANCING
450,500,10,0.75,0.0018375,nominal,0.18,True,1.0479755431602238,17.047975543160224,2.182,0.35000000000000003,0.268,1.0479755431602238,0.6896106096536695,False,BALANCING
450,20,15,0.75,0.0018375,nominal,0.18,False,0,1.4972265109658416,,,0.268,,,True,FALLEN
450,50,15,0.75,0.0018375,nominal,0.18,False,0,10.932171769863423,,0.302,0.268,16.0,0.0,True,FALLEN
450,100,15,0.75,0.0018375,nominal,0.18,False,0,10.932171769863423,,0.302,0.268,16.0,0.0,True,FALLEN
450,200,15,0.75,0.0018375,nominal,0.18,False,0,10.932171769863423,,0.302,0.268,16.0,0.0,True,FALLEN
450,350,15,0.75,0.0018375,nominal,0.18,False,0,10.932171769863423,,0.302,0.268,16.0,0.0,True,FALLEN
450,500,15,0.75,0.0018375,nominal,0.18,False,0,10.932171769863423,,0.302,0.268,16.0,0.0,True,FALLEN
500,20,5,0.75,0.0018375,nominal,0.18,False,0,1.7981432918784108,,,0.352,,,True,FALLEN
500,50,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.608,,0.352,,,True,FALLEN
500,100,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.49,,0.352,,,True,FALLEN
500,200,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.49,0.46,0.352,16.0,0.0,True,FALLEN
500,350,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.49,0.46,0.352,16.0,0.0,True,FALLEN
500,500,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.49,0.46,0.352,16.0,0.0,True,FALLEN
500,20,10,0.75,0.0018375,nominal,0.18,False,0,1.7981432918784108,,,0.352,,,True,FALLEN
500,50,10,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.608,,0.352,,,True,FALLEN
500,100,10,0.75,0.0018375,nominal,0.18,True,0.6823130421207656,16.682313042120764,2.698,0.432,0.352,0.6823130421207656,1.1211995894909146,False,BALANCING
500,200,10,0.75,0.0018375,nominal,0.18,True,0.6823130421207656,16.682313042120764,2.698,0.432,0.352,0.6823130421207656,1.1211995894909146,False,BALANCING
500,350,10,0.75,0.0018375,nominal,0.18,True,0.6823130421207656,16.682313042120764,2.698,0.432,0.352,0.6823130421207656,1.1211995894909146,False,BALANCING
500,500,10,0.75,0.0018375,nominal,0.18,True,0.6823130421207656,16.682313042120764,2.698,0.432,0.352,0.6823130421207656,1.1211995894909146,False,BALANCING
500,20,15,0.75,0.0018375,nominal,0.18,False,0,1.7981432918784108,,,0.352,,,True,FALLEN
500,50,15,0.75,0.0018375,nominal,0.18,False,0,11.32479220718566,,0.384,0.352,16.0,0.0,True,FALLEN
500,100,15,0.75,0.0018375,nominal,0.18,False,0,11.32479220718566,,0.384,0.352,16.0,0.0,True,FALLEN
500,200,15,0.75,0.0018375,nominal,0.18,False,0,11.32479220718566,,0.384,0.352,16.0,0.0,True,FALLEN
500,350,15,0.75,0.0018375,nominal,0.18,False,0,11.32479220718566,,0.384,0.352,16.0,0.0,True,FALLEN
500,500,15,0.75,0.0018375,nominal,0.18,False,0,11.32479220718566,,0.384,0.352,16.0,0.0,True,FALLEN
550,20,5,0.75,0.0018375,nominal,0.18,False,0,2.1755199614738867,,,0.52,,,True,FALLEN
550,50,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.734,,0.52,,,True,FALLEN
550,100,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.65,,0.52,,,True,FALLEN
550,200,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.652,0.626,0.52,16.0,0.0,True,FALLEN
550,350,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.652,0.626,0.52,16.0,0.0,True,FALLEN
550,500,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.652,0.626,0.52,16.0,0.0,True,FALLEN
550,20,10,0.75,0.0018375,nominal,0.18,False,0,2.1755199614738867,,,0.52,,,True,FALLEN
550,50,10,0.75,0.0018375,nominal,0.18,False,16.0,32.0,0.734,,0.52,,,True,FALLEN
550,100,10,0.75,0.0018375,nominal,0.18,True,0.3950957154271641,16.395095715427164,3.24,0.596,0.52,0.3950957154271641,1.5068224123792033,False,BALANCING
550,200,10,0.75,0.0018375,nominal,0.18,True,0.3950957154271641,16.395095715427164,3.24,0.596,0.52,0.3950957154271641,1.5068224123792033,False,BALANCING
550,350,10,0.75,0.0018375,nominal,0.18,True,0.3950957154271641,16.395095715427164,3.24,0.596,0.52,0.3950957154271641,1.5068224123792033,False,BALANCING
550,500,10,0.75,0.0018375,nominal,0.18,True,0.3950957154271641,16.395095715427164,3.24,0.596,0.52,0.3950957154271641,1.5068224123792033,False,BALANCING
550,20,15,0.75,0.0018375,nominal,0.18,False,0,2.1755199614738867,,,0.52,,,True,FALLEN
550,50,15,0.75,0.0018375,nominal,0.18,False,0,12.058733196103208,,0.552,0.52,16.0,0.0,True,FALLEN
550,100,15,0.75,0.0018375,nominal,0.18,False,0,12.058733196103208,,0.552,0.52,16.0,0.0,True,FALLEN
550,200,15,0.75,0.0018375,nominal,0.18,False,0,12.058733196103208,,0.552,0.52,16.0,0.0,True,FALLEN
550,350,15,0.75,0.0018375,nominal,0.18,False,0,12.058733196103208,,0.552,0.52,16.0,0.0,True,FALLEN
550,500,15,0.75,0.0018375,nominal,0.18,False,0,12.058733196103208,,0.552,0.52,16.0,0.0,True,FALLEN
580,20,5,0.75,0.0018375,nominal,0.18,False,0,2.4462658810094347,,,0.982,,,True,FALLEN
580,50,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,1.182,,0.982,,,True,FALLEN
580,100,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,1.11,,0.982,,,True,FALLEN
580,200,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,1.112,1.086,0.982,16.0,0.0,True,FALLEN
580,350,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,1.112,1.086,0.982,16.0,0.0,True,FALLEN
580,500,5,0.75,0.0018375,nominal,0.18,False,16.0,32.0,1.112,1.086,0.982,16.0,0.0,True,FALLEN
580,20,10,0.75,0.0018375,nominal,0.18,False,0,2.4462658810094347,,,0.982,,,True,FALLEN
580,50,10,0.75,0.0018375,nominal,0.18,False,16.0,32.0,1.182,,0.982,,,True,FALLEN
580,100,10,0.75,0.0018375,nominal,0.18,True,0.27839367031450785,16.278393670314507,1.186,1.058,0.982,1.0502781671369883,1.920557854781304,False,BALANCING
580,200,10,0.75,0.0018375,nominal,0.18,True,0.27839367031450785,16.278393670314507,1.186,1.058,0.982,1.0502781671369883,1.920557854781304,False,BALANCING
580,350,10,0.75,0.0018375,nominal,0.18,True,0.27839367031450785,16.278393670314507,1.186,1.058,0.982,1.0502781671369883,1.920557854781304,False,BALANCING
580,500,10,0.75,0.0018375,nominal,0.18,True,0.27839367031450785,16.278393670314507,1.186,1.058,0.982,1.0502781671369883,1.920557854781304,False,BALANCING
580,20,15,0.75,0.0018375,nominal,0.18,False,0,2.4462658810094347,,,0.982,,,True,FALLEN
580,50,15,0.75,0.0018375,nominal,0.18,False,0,12.564371873724829,,1.014,0.982,16.0,0.0,True,FALLEN
580,100,15,0.75,0.0018375,nominal,0.18,False,0,12.564371873724829,,1.014,0.982,16.0,0.0,True,FALLEN
580,200,15,0.75,0.0018375,nominal,0.18,False,0,12.564371873724829,,1.014,0.982,16.0,0.0,True,FALLEN
580,350,15,0.75,0.0018375,nominal,0.18,False,0,12.564371873724829,,1.014,0.982,16.0,0.0,True,FALLEN
580,500,15,0.75,0.0018375,nominal,0.18,False,0,12.564371873724829,,1.014,0.982,16.0,0.0,True,FALLEN
100,20,5,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.034,,,False,FALLEN
100,50,5,0.75,0.0018375,half_20ms,0.18,False,0,0.01367576469152354,,,0.034,,,True,FALLEN
100,100,5,0.75,0.0018375,half_20ms,0.18,False,0,0.26135103870611154,,,0.034,,,True,FALLEN
100,200,5,0.75,0.0018375,half_20ms,0.18,False,0,5.028531763499233,,,0.034,,,True,FALLEN
100,350,5,0.75,0.0018375,half_20ms,0.18,True,2.4355712840252246,18.435571284025226,0.772,0.36,0.034,1.6469848891060281,2.3763353310152895,False,BALANCING
100,500,5,0.75,0.0018375,half_20ms,0.18,True,2.4355712840252246,18.435571284025226,0.772,0.36,0.034,1.6469848891060281,2.3763353310152895,False,BALANCING
100,20,10,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.034,,,False,FALLEN
100,50,10,0.75,0.0018375,half_20ms,0.18,False,0,0.01367576469152354,,,0.034,,,True,FALLEN
100,100,10,0.75,0.0018375,half_20ms,0.18,False,0,0.26135103870611154,,,0.034,,,True,FALLEN
100,200,10,0.75,0.0018375,half_20ms,0.18,False,0,5.028531763499233,,,0.034,,,True,FALLEN
100,350,10,0.75,0.0018375,half_20ms,0.18,False,0,10.587549056893405,,0.276,0.034,16.0,0.0,True,FALLEN
100,500,10,0.75,0.0018375,half_20ms,0.18,False,0,10.587549056893405,,0.276,0.034,16.0,0.0,True,FALLEN
100,20,15,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.034,,,False,FALLEN
100,50,15,0.75,0.0018375,half_20ms,0.18,False,0,0.01367576469152354,,,0.034,,,True,FALLEN
100,100,15,0.75,0.0018375,half_20ms,0.18,False,0,0.26135103870611154,,,0.034,,,True,FALLEN
100,200,15,0.75,0.0018375,half_20ms,0.18,False,0,4.578227488159847,,0.17,0.034,16.0,0.0,True,FALLEN
100,350,15,0.75,0.0018375,half_20ms,0.18,False,0,4.578227488159847,,0.17,0.034,16.0,0.0,True,FALLEN
100,500,15,0.75,0.0018375,half_20ms,0.18,False,0,4.578227488159847,,0.17,0.034,16.0,0.0,True,FALLEN
150,20,5,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.054,,,False,FALLEN
150,50,5,0.75,0.0018375,half_20ms,0.18,False,0,0.04903121404380961,,,0.054,,,True,FALLEN
150,100,5,0.75,0.0018375,half_20ms,0.18,False,0,0.20929431067108872,,,0.054,,,True,FALLEN
150,200,5,0.75,0.0018375,half_20ms,0.18,False,0,4.602290744964053,,,0.054,,,True,FALLEN
150,350,5,0.75,0.0018375,half_20ms,0.18,True,2.0393065327275495,18.03930653272755,0.706,0.376,0.054,1.2196041061222789,1.9967309045815431,False,BALANCING
150,500,5,0.75,0.0018375,half_20ms,0.18,True,2.0393065327275495,18.03930653272755,0.706,0.376,0.054,1.2196041061222789,1.9967309045815431,False,BALANCING
150,20,10,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.054,,,False,FALLEN
150,50,10,0.75,0.0018375,half_20ms,0.18,False,0,0.04903121404380961,,,0.054,,,True,FALLEN
150,100,10,0.75,0.0018375,half_20ms,0.18,False,0,0.20929431067108872,,,0.054,,,True,FALLEN
150,200,10,0.75,0.0018375,half_20ms,0.18,False,0,4.602290744964053,,,0.054,,,True,FALLEN
150,350,10,0.75,0.0018375,half_20ms,0.18,False,0,11.626707554433647,,0.302,0.054,16.0,0.0,True,FALLEN
150,500,10,0.75,0.0018375,half_20ms,0.18,False,0,11.626707554433647,,0.302,0.054,16.0,0.0,True,FALLEN
150,20,15,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.054,,,False,FALLEN
150,50,15,0.75,0.0018375,half_20ms,0.18,False,0,0.04903121404380961,,,0.054,,,True,FALLEN
150,100,15,0.75,0.0018375,half_20ms,0.18,False,0,0.20929431067108872,,,0.054,,,True,FALLEN
150,200,15,0.75,0.0018375,half_20ms,0.18,False,0,4.8346089204926574,,0.2,0.054,16.0,0.0,True,FALLEN
150,350,15,0.75,0.0018375,half_20ms,0.18,False,0,4.8346089204926574,,0.2,0.054,16.0,0.0,True,FALLEN
150,500,15,0.75,0.0018375,half_20ms,0.18,False,0,4.8346089204926574,,0.2,0.054,16.0,0.0,True,FALLEN
200,20,5,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.076,,,False,FALLEN
200,50,5,0.75,0.0018375,half_20ms,0.18,False,0,0.08779634392980995,,,0.076,,,True,FALLEN
200,100,5,0.75,0.0018375,half_20ms,0.18,False,0,0.4806727145617984,,,0.076,,,True,FALLEN
200,200,5,0.75,0.0018375,half_20ms,0.18,False,0,4.500828622786964,,,0.076,,,True,FALLEN
200,350,5,0.75,0.0018375,half_20ms,0.18,True,1.5706585881947894,17.57065858819479,0.514,0.39,0.076,0.5868423486793295,1.466834835233516,False,BALANCING
200,500,5,0.75,0.0018375,half_20ms,0.18,True,1.5706585881947894,17.57065858819479,0.514,0.39,0.076,0.5868423486793295,1.466834835233516,False,BALANCING
200,20,10,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.076,,,False,FALLEN
200,50,10,0.75,0.0018375,half_20ms,0.18,False,0,0.08779634392980995,,,0.076,,,True,FALLEN
200,100,10,0.75,0.0018375,half_20ms,0.18,False,0,0.4806727145617984,,,0.076,,,True,FALLEN
200,200,10,0.75,0.0018375,half_20ms,0.18,False,0,4.500828622786964,,,0.076,,,True,FALLEN
200,350,10,0.75,0.0018375,half_20ms,0.18,False,0,13.402982050993057,,0.326,0.076,16.0,0.0,True,FALLEN
200,500,10,0.75,0.0018375,half_20ms,0.18,False,0,13.402982050993057,,0.326,0.076,16.0,0.0,True,FALLEN
200,20,15,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.076,,,False,FALLEN
200,50,15,0.75,0.0018375,half_20ms,0.18,False,0,0.08779634392980995,,,0.076,,,True,FALLEN
200,100,15,0.75,0.0018375,half_20ms,0.18,False,0,0.4806727145617984,,,0.076,,,True,FALLEN
200,200,15,0.75,0.0018375,half_20ms,0.18,False,0,5.22471846346984,,0.224,0.076,16.0,0.0,True,FALLEN
200,350,15,0.75,0.0018375,half_20ms,0.18,False,0,5.22471846346984,,0.224,0.076,16.0,0.0,True,FALLEN
200,500,15,0.75,0.0018375,half_20ms,0.18,False,0,5.22471846346984,,0.224,0.076,16.0,0.0,True,FALLEN
250,20,5,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.10200000000000001,,,False,FALLEN
250,50,5,0.75,0.0018375,half_20ms,0.18,False,0,0.13319366694017631,,,0.10200000000000001,,,True,FALLEN
250,100,5,0.75,0.0018375,half_20ms,0.18,False,0,0.7347588098878362,,,0.10200000000000001,,,True,FALLEN
250,200,5,0.75,0.0018375,half_20ms,0.18,False,0,4.899573472504679,,,0.10200000000000001,,,True,FALLEN
250,350,5,0.75,0.0018375,half_20ms,0.18,True,1.469982106107401,17.469982106107402,0.47600000000000003,0.404,0.10200000000000001,0.47398910713320896,0.8161579900864486,False,BALANCING
250,500,5,0.75,0.0018375,half_20ms,0.18,True,1.469982106107401,17.469982106107402,0.47600000000000003,0.404,0.10200000000000001,0.47398910713320896,0.8161579900864486,False,BALANCING
250,20,10,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.10200000000000001,,,False,FALLEN
250,50,10,0.75,0.0018375,half_20ms,0.18,False,0,0.13319366694017631,,,0.10200000000000001,,,True,FALLEN
250,100,10,0.75,0.0018375,half_20ms,0.18,False,0,0.7347588098878362,,,0.10200000000000001,,,True,FALLEN
250,200,10,0.75,0.0018375,half_20ms,0.18,False,0,4.899573472504679,,,0.10200000000000001,,,True,FALLEN
250,350,10,0.75,0.0018375,half_20ms,0.18,False,3.0829179864055636,19.082917986405562,1.286,0.34600000000000003,0.10200000000000001,2.8394403209053647,2.9782842057961934,False,BALANCING
250,500,10,0.75,0.0018375,half_20ms,0.18,False,3.0829179864055636,19.082917986405562,1.286,0.34600000000000003,0.10200000000000001,2.8394403209053647,2.9782842057961934,False,BALANCING
250,20,15,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.10200000000000001,,,False,FALLEN
250,50,15,0.75,0.0018375,half_20ms,0.18,False,0,0.13319366694017631,,,0.10200000000000001,,,True,FALLEN
250,100,15,0.75,0.0018375,half_20ms,0.18,False,0,0.7347588098878362,,,0.10200000000000001,,,True,FALLEN
250,200,15,0.75,0.0018375,half_20ms,0.18,False,0,5.349823412222811,,0.228,0.10200000000000001,16.0,0.0,True,FALLEN
250,350,15,0.75,0.0018375,half_20ms,0.18,False,0,5.349823412222811,,0.228,0.10200000000000001,16.0,0.0,True,FALLEN
250,500,15,0.75,0.0018375,half_20ms,0.18,False,0,5.349823412222811,,0.228,0.10200000000000001,16.0,0.0,True,FALLEN
300,20,5,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.132,,,False,FALLEN
300,50,5,0.75,0.0018375,half_20ms,0.18,False,0,0.21243304498418958,,,0.132,,,True,FALLEN
300,100,5,0.75,0.0018375,half_20ms,0.18,False,0,1.1235402841403648,,,0.132,,,True,FALLEN
300,200,5,0.75,0.0018375,half_20ms,0.18,False,0,5.772407942849078,,,0.132,,,True,FALLEN
300,350,5,0.75,0.0018375,half_20ms,0.18,True,3.0279323550022017,19.0279323550022,0.47200000000000003,0.418,0.132,1.1548173220047462,0.5684651760758882,False,BALANCING
300,500,5,0.75,0.0018375,half_20ms,0.18,True,3.0279323550022017,19.0279323550022,0.47200000000000003,0.418,0.132,1.1548173220047462,0.5684651760758882,False,BALANCING
300,20,10,0.75,0.0018375,half_20ms,0.18,False,0,0.0,,,0.132,,,False,FALLEN
300,50,10,0.75,0.0018375,half_20ms,0.18,False,0,0.21243304498418958,,,0.132,,,True,FALLEN
300,100,10,0.75,0.0018375,half_20ms,0.18,False,0,1.1235402841403648,,,0.132,,,True,FALLEN
